title,vote_average,vote_count,budget,revenue,imdb_id,id,movie_genres,release_year,Winner
Miss Peregrine's Home for Peculiar Children,6.837,10283,110000000,296482446,tt1935859,283366,"['Fantasy', 'Adventure', 'Drama', 'Family']",2016,No
Missing,7.41,1188,7000000,45100756,tt10855768,768362,"['Drama', 'Mystery', 'Thriller']",2023,No
Mission: Impossible - Dead Reckoning Part One,7.519,4716,291000000,571125435,tt9603212,575264,"['Action', 'Thriller']",2023,No
Mission: Impossible - Fallout,7.4,8810,178000000,791658205,tt4912910,353081,"['Action', 'Adventure']",2018,No
Mission: Impossible - Rogue Nation,7.2,9385,150000000,682716636,tt2381249,177677,"['Action', 'Adventure']",2015,No
Moana,7.565,13382,150000000,690860472,tt3521164,277834,"['Adventure', 'Comedy', 'Family', 'Animation']",2016,No
Moana 2,7.0,2784,150000000,1059242164,tt13622970,1241982,"['Family', 'Comedy', 'Adventure', 'Animation', 'Fantasy']",2024,No
Molly's Game,7.151,3886,30000000,59284015,tt4209788,396371,"['Drama', 'Crime']",2017,No
Money Heist: The Phenomenon,7.5,1080,0,0,tt12078990,689249,['Documentary'],2020,No
Money Monster,6.435,3066,27000000,93282604,tt2241351,303858,"['Thriller', 'Drama']",2016,No
Monkey Man,6.879,1253,10000000,35271631,tt9214772,560016,"['Action', 'Thriller']",2024,No
Monster Hunter,6.542,3440,60000000,42145959,tt6475714,458576,"['Action', 'Fantasy', 'Adventure']",2020,No
Moonfall,6.265,3391,146000000,67319703,tt5834426,406759,"['Science Fiction', 'Adventure', 'Action']",2022,No
Moonlight,7.366,7317,4000000,65046687,tt4975722,376867,['Drama'],2016,Yes
Morbius,5.939,4632,75000000,167635712,tt5108870,526896,"['Action', 'Science Fiction', 'Fantasy']",2022,No
Mortal Engines,6.208,4920,100000000,83869818,tt1571234,428078,"['Adventure', 'Science Fiction']",2018,No
Mortal Kombat,7.003,6107,20000000,84426031,tt0293429,460465,"['Action', 'Fantasy', 'Adventure']",2021,No
Mortal Kombat Legends: Scorpion's Revenge,8.091,1426,0,0,tt9580138,664767,"['Animation', 'Action', 'Fantasy']",2020,No
Mortdecai,5.516,2704,60000000,47318560,tt3045616,210860,"['Comedy', 'Adventure']",2015,No
Mowgli: Legend of the Jungle,6.47,2545,175000000,0,tt2388771,407436,"['Adventure', 'Drama']",2018,No
Mufasa: The Lion King,7.358,2435,200000000,722631756,tt13186482,762509,"['Adventure', 'Family', 'Animation']",2024,No
Mulan,6.844,6913,200000000,69965374,tt4566758,337401,"['Adventure', 'Fantasy', 'Action']",2020,No
Murder Mystery,6.3,4635,24000000,0,tt1618434,514999,"['Action', 'Comedy', 'Mystery']",2019,No
Murder Mystery 2,6.4,1857,0,0,tt15255288,638974,"['Mystery', 'Comedy', 'Crime']",2023,No
Murder on the Orient Express,6.705,10286,55000000,352800000,tt3402236,392044,"['Mystery', 'Drama', 'Crime']",2017,No
My Fault,7.763,3919,0,0,tt21909764,1010581,"['Drama', 'Romance', 'Thriller']",2023,No
My Spy,6.9,1324,18000000,10200000,tt8242084,592834,"['Family', 'Action', 'Comedy']",2020,No
Napoleon,6.3,2898,165000000,220597098,tt13287846,753342,"['History', 'War', 'Romance']",2023,No
Neighbors 2: Sorority Rising,5.819,4512,35000000,108007109,tt4438848,325133,['Comedy'],2016,No
Nerve,7.008,6914,19000000,85241496,tt3531824,328387,"['Mystery', 'Adventure', 'Crime']",2016,No
News of the World,6.946,1853,38000000,12700000,tt6878306,581032,"['Drama', 'Western', 'Adventure']",2020,No
Nightmare Alley,6.965,3177,60000000,39629195,tt7740496,597208,"['Crime', 'Drama', 'Thriller']",2021,No
Nimona,7.868,1271,0,0,tt19500164,961323,"['Animation', 'Family', 'Action', 'Science Fiction', 'Adventure', 'Fantasy', 'Comedy']",2023,No
No Escape,6.9,2636,5000000,54400000,tt1781922,192141,"['Thriller', 'Action']",2015,No
No Hard Feelings,6.699,3570,45000000,83000000,tt15671028,884605,"['Comedy', 'Romance']",2023,No
No One Will Save You,6.679,1338,22800000,0,tt14509110,820609,"['Horror', 'Science Fiction']",2023,No
No Time to Die,7.4,6755,250000000,774153024,tt2382320,370172,"['Action', 'Thriller', 'Adventure']",2021,No
No Way Up,6.3,1072,0,0,tt16253418,1096197,"['Thriller', 'Horror', 'Action']",2024,No
Nobody,7.9,7869,16000000,57512470,tt7888964,615457,"['Action', 'Thriller']",2021,No
Nocturnal Animals,7.4,8073,22500000,29300000,tt4550098,340666,"['Drama', 'Thriller']",2016,No
Nomadland,7.185,3194,5000000,39458207,tt9770150,581734,['Drama'],2021,No
Nope,6.825,4596,68000000,170823080,tt10954984,762504,"['Horror', 'Science Fiction']",2022,No
Nosferatu,6.691,3242,50000000,181764515,tt5040012,426063,"['Horror', 'Fantasy']",2024,No
Now You See Me 2,6.825,11154,120000000,334897606,tt3110958,291805,"['Thriller', 'Crime']",2016,No
Nowhere,7.336,1488,0,0,tt15789472,1151534,"['Thriller', 'Drama']",2023,No
Ocean's Eight,6.967,8578,70000000,297718711,tt5164214,402900,"['Crime', 'Comedy', 'Action']",2018,No
Okja,7.35,4431,50000000,0,tt3967856,387426,"['Adventure', 'Drama', 'Science Fiction']",2017,No
Old,6.323,4714,18000000,90146510,tt10954652,631843,"['Thriller', 'Mystery', 'Horror']",2021,No
Once Upon a Time... in Hollywood,7.426,14286,95000000,392105159,tt7131622,466272,"['Comedy', 'Drama', 'Thriller']",2019,No
Onward,7.654,6405,200000000,141888276,tt7146812,508439,"['Family', 'Comedy', 'Adventure', 'Animation', 'Fantasy']",2020,No
Operation Fortune: Ruse de Guerre,6.466,1773,50000000,48983306,tt7985704,739405,"['Action', 'Comedy', 'Thriller']",2023,No
Oppenheimer,8.046,10954,100000000,952000000,tt15398776,872585,"['Drama', 'History']",2023,Yes
Orphan: First Kill,6.613,2233,10000000,9572765,tt11851548,760161,"['Horror', 'Thriller']",2022,No
Outside the Wire,6.349,1863,0,0,tt10451914,775996,"['Thriller', 'Action', 'Science Fiction']",2021,No
Over the Moon,7.191,1352,0,0,tt7488208,560050,"['Animation', 'Adventure', 'Family', 'Fantasy']",2020,No
Overlord,6.732,3003,38000000,41657844,tt4530422,438799,"['Horror', 'War', 'Science Fiction']",2018,No
Oxygen,6.604,1480,0,0,tt6341832,471498,"['Science Fiction', 'Thriller', 'Horror']",2021,No
Pacific Rim: Uprising,6.133,5171,150000000,290061297,tt2557478,268896,"['Action', 'Fantasy', 'Science Fiction', 'Adventure']",2018,No
Paddington 2,7.47,2623,40000000,290132513,tt4468740,346648,"['Adventure', 'Comedy', 'Family']",2017,No
Palm Springs,7.334,3453,5000000,1818417,tt9484998,587792,"['Comedy', 'Romance', 'Science Fiction']",2020,No
Palmer,8.139,1824,0,0,tt6857376,458220,['Drama'],2021,No
Pan,5.957,2792,150000000,128388320,tt3332064,266647,"['Fantasy', 'Adventure', 'Family', 'Action']",2015,No
Paper Towns,6.155,5122,12000000,85500000,tt3622592,286565,"['Mystery', 'Drama', 'Romance']",2015,No
Parasite,8.496,19707,11363000,257591776,tt6751668,496243,"['Comedy', 'Thriller', 'Drama']",2019,Yes
Passengers,6.952,13847,110000000,303144152,tt1355644,274870,"['Drama', 'Romance', 'Science Fiction']",2016,No
Past Lives,7.7,2082,12000000,28126646,tt13238346,666277,"['Drama', 'Romance']",2023,No
Pearl,7.241,2381,1000000,10139416,tt18925334,949423,"['Horror', 'Thriller']",2022,No
Peninsula,6.744,2490,17000000,42698327,tt8850222,581392,"['Horror', 'Action', 'Thriller', 'Adventure']",2020,No
Perfect Days,7.773,1656,14000000,24094016,tt27503384,976893,['Drama'],2023,No
Perfect Strangers,7.855,4517,0,32207491,tt4901306,381341,"['Comedy', 'Drama']",2016,No
Pet Sematary,5.743,3329,21000000,113118226,tt0837563,157433,['Horror'],2019,No
Phantom Thread,7.3,3639,35000000,47756590,tt5776858,400617,"['Drama', 'Romance']",2017,No
Pieces of a Woman,7.021,1266,0,0,tt11161474,641662,['Drama'],2020,No
Pig,6.646,1614,3000000,4638959,tt11003218,635731,"['Drama', 'Thriller']",2021,No
Pinocchio,6.309,1682,0,0,tt4593060,532639,"['Fantasy', 'Adventure', 'Family']",2022,No
Pirates of the Caribbean: Dead Men Tell No Tales,6.652,12478,230000000,795922298,tt1790809,166426,"['Adventure', 'Action', 'Fantasy']",2017,No
Pitch Perfect 2,6.844,5420,29000000,287144079,tt2848292,254470,"['Comedy', 'Music']",2015,No
Pitch Perfect 3,6.511,3398,45000000,185400345,tt4765284,353616,"['Comedy', 'Music']",2017,No
Pixels,5.8,7828,88000000,244874809,tt2120120,257344,"['Action', 'Comedy', 'Science Fiction', 'Fantasy']",2015,No
Plane,6.907,2506,25000000,74515586,tt5884796,646389,"['Action', 'Adventure', 'Thriller']",2023,No
Point Break,5.955,2379,105000000,133782481,tt2058673,257088,"['Action', 'Adventure', 'Crime', 'Thriller']",2015,No
Pokémon Detective Pikachu,6.912,7154,150000000,449762638,tt5884052,447404,"['Action', 'Adventure', 'Fantasy']",2019,No
Polar,6.335,2372,0,0,tt4139588,483906,"['Action', 'Crime', 'Drama']",2019,No
Poltergeist,5.218,2348,35000000,95682614,tt1029360,243688,['Horror'],2015,No
Poor Things,7.7,5068,35000000,117607117,tt14230458,792307,"['Science Fiction', 'Romance', 'Comedy']",2023,No
Portrait of a Lady on Fire,8.107,2803,5740000,9923127,tt8613070,531428,"['Drama', 'Romance', 'History']",2019,No
Power Rangers,6.256,4538,105000000,142300000,tt3717490,305470,"['Action', 'Adventure', 'Science Fiction']",2017,No
Prey,7.7,7340,65000000,0,tt11866324,766507,"['Thriller', 'Action', 'Science Fiction']",2022,No
Project Almanac,6.786,2742,12000000,33200000,tt2436386,227719,"['Science Fiction', 'Thriller']",2015,No
Project Power,6.431,2965,0,0,tt7550000,605116,"['Action', 'Crime', 'Science Fiction']",2020,No
Promising Young Woman,7.402,3491,10000000,20379604,tt9620292,582014,"['Thriller', 'Crime', 'Drama']",2020,No
Purple Hearts,8.1,2772,0,0,tt4614584,762975,"['Romance', 'Drama']",2022,No
Puss in Boots: The Last Wish,8.209,8483,90000000,484700000,tt3915174,315162,"['Animation', 'Adventure', 'Fantasy', 'Comedy', 'Family']",2022,No
RRR,7.739,1474,69000000,160000000,tt8178634,579974,"['Action', 'Adventure', 'Drama']",2022,No
Ralph Breaks the Internet,7.169,7885,175000000,529323962,tt5848272,404368,"['Family', 'Animation', 'Comedy', 'Adventure']",2018,No
Rambo: Last Blood,6.534,4076,50000000,91500000,tt1206885,522938,"['Action', 'Thriller', 'Drama']",2019,No
Rampage,6.456,7311,120000000,428028233,tt2231461,427641,"['Action', 'Adventure', 'Science Fiction']",2018,No
Raw,7.04,3327,3500000,4100000,tt4954522,393519,"['Horror', 'Drama']",2016,No
Raya and the Last Dragon,7.818,7088,100000000,130423032,tt5109280,527774,"['Animation', 'Family', 'Fantasy', 'Action', 'Adventure']",2021,No
Ready Player One,7.584,16365,175000000,607274134,tt1677720,333339,"['Adventure', 'Action', 'Science Fiction']",2018,No
Ready or Not,7.036,4953,6000000,57600000,tt7798634,567609,"['Horror', 'Comedy']",2019,No
Rebecca,6.3,1135,0,0,tt2235695,505379,"['Romance', 'Drama', 'Mystery', 'Thriller']",2020,No
Rebel Moon - Part One: A Child of Fire,6.239,2411,83000000,0,tt14998742,848326,"['Science Fiction', 'Action', 'Adventure']",2023,No
Rebel Moon - Part Two: The Scargiver,6.085,1361,83000000,0,tt23137904,934632,"['Science Fiction', 'Action', 'Adventure']",2024,No
Rebel Ridge,6.997,1461,0,0,tt11301886,646097,"['Crime', 'Action', 'Thriller']",2024,No
Red Notice,6.8,6175,160000000,178143,tt7991608,512195,"['Action', 'Comedy', 'Crime']",2021,No
Red One,7.034,2716,250000000,185700759,tt14948432,845781,"['Action', 'Comedy', 'Fantasy']",2024,No
Red Sparrow,6.533,6201,69000000,151572634,tt2873282,401981,"['Thriller', 'Mystery']",2018,No
"Red, White & Royal Blue",7.9,1453,0,0,tt10172266,930094,"['Comedy', 'Romance']",2023,No
Reminiscence,6.541,1877,68000000,18717947,tt3272066,579047,"['Mystery', 'Science Fiction']",2021,No
Renfield,6.46,1997,65000000,26874347,tt11358390,649609,"['Comedy', 'Fantasy', 'Horror']",2023,No
Resident Evil: The Final Chapter,6.1,3358,40000000,312242626,tt2592614,173897,"['Action', 'Horror', 'Science Fiction']",2016,No
Resident Evil: Welcome to Raccoon City,5.955,2597,25000000,41914915,tt6920084,460458,"['Action', 'Horror', 'Science Fiction']",2021,No
Retribution,6.564,1298,20000000,18685751,tt6906292,762430,"['Thriller', 'Action', 'Adventure']",2023,No
Return,6.4,1346,0,0,,836466,['Animation'],2020,No
Richard Jewell,7.418,2632,45000000,33900000,tt3513548,292011,"['Drama', 'History']",2019,No
Rings,5.01,2560,25000000,83080890,tt0498381,14564,['Horror'],2017,No
Road House,6.9,2757,85000000,0,tt3359350,359410,"['Action', 'Thriller']",2024,No
Roald Dahl's The Witches,6.348,2913,0,29303571,tt0805647,531219,"['Comedy', 'Fantasy', 'Family', 'Horror']",2020,No
Robin Hood,5.912,3067,100000000,86493046,tt4532826,375588,"['Adventure', 'Action', 'Thriller', 'Fantasy']",2018,No
Rocketman,7.313,4846,40000000,167300000,tt2066051,504608,"['Music', 'Drama']",2019,No
Rogue One: A Star Wars Story,7.5,15964,200000000,1056057273,tt3748528,330459,"['Action', 'Adventure', 'Science Fiction']",2016,No
Roma,7.624,4022,15000000,1140769,tt6155172,426426,['Drama'],2018,No
Ron's Gone Wrong,7.9,1949,0,60692022,tt7504818,482321,"['Animation', 'Science Fiction', 'Family', 'Comedy']",2021,No
Room,7.998,9479,13000000,35401758,tt3170832,264644,"['Drama', 'Thriller']",2015,No
Rose Island,7.033,1369,8000000,0,tt10287954,636565,"['Comedy', 'Adventure']",2020,No
Run,7.231,2750,1700000,5184368,tt8633478,546121,"['Thriller', 'Horror', 'Drama']",2020,No
Run All Night,6.4,2889,50000000,71561644,tt2199571,241554,"['Action', 'Crime', 'Thriller']",2015,No
Saltburn,6.962,2696,20000000,21013738,tt17351924,930564,"['Drama', 'Comedy', 'Thriller']",2023,No
Samaritan,6.673,2113,100000000,0,tt5500218,629176,"['Science Fiction', 'Crime', 'Action']",2022,No
San Andreas,6.2,8820,110000000,473990832,tt2126355,254128,"['Action', 'Drama', 'Thriller']",2015,No
Sausage Party,5.75,7544,19000000,140705322,tt1700841,223702,"['Adventure', 'Animation', 'Comedy', 'Fantasy']",2016,No
Saw X,7.193,2216,13000000,125319714,tt21807222,951491,"['Horror', 'Mystery']",2023,No
Scary Stories to Tell in the Dark,6.494,2776,25000000,104545505,tt3387520,417384,"['Horror', 'Adventure', 'Mystery']",2019,No
Scoob!,7.005,1764,90000000,28600000,tt3152592,385103,"['Animation', 'Comedy', 'Family', 'Mystery']",2020,No
Scream,6.689,3614,24000000,137743924,tt11245972,646385,"['Horror', 'Mystery']",2022,No
Scream VI,6.974,2938,35000000,168961389,tt17663992,934433,"['Horror', 'Crime', 'Thriller']",2023,No
Searching,7.57,4070,1000000,75462037,tt7668870,489999,"['Drama', 'Mystery', 'Thriller']",2018,No
Self/less,6.412,3211,26000000,31807156,tt2140379,238615,"['Science Fiction', 'Action', 'Thriller']",2015,No
Set It Up,6.9,2742,0,0,tt5304992,384677,"['Romance', 'Comedy']",2018,No
Shang-Chi and the Legend of the Ten Rings,7.504,10031,150000000,432243292,tt9376612,566525,"['Action', 'Adventure', 'Fantasy']",2021,No
Shazam!,7.0,9941,80000000,367799011,tt0448115,287947,"['Action', 'Comedy', 'Fantasy']",2019,No
Shazam! Fury of the Gods,6.4,3474,110000000,134221819,tt10151854,594767,"['Comedy', 'Action', 'Fantasy']",2023,No
Shoplifters,7.8,2194,0,0,tt8075192,505192,"['Drama', 'Crime', 'Thriller']",2018,No
Sicario,7.415,9182,30000000,84997446,tt3397884,273481,"['Action', 'Crime', 'Thriller']",2015,No
Sicario: Day of the Soldado,6.938,3853,35000000,75836683,tt5052474,400535,"['Action', 'Crime', 'Thriller']",2018,No
Sierra Burgess Is a Loser,6.293,3441,0,0,tt3120280,462919,"['Comedy', 'Drama', 'Romance']",2018,No
Silence,7.12,3185,46000000,23834809,tt0490215,68730,"['Drama', 'History']",2016,No
Sing,7.12,8250,75000000,634151679,tt3470600,335797,"['Family', 'Comedy', 'Music', 'Animation']",2016,No
Sing 2,7.838,4650,85000000,408402685,tt6467266,438695,"['Family', 'Comedy', 'Music', 'Animation']",2021,No
Sinister 2,5.882,2224,10000000,53329150,tt2752772,283445,['Horror'],2015,No
Sisu,7.397,2481,6600000,14281199,tt14846026,840326,"['Action', 'War']",2022,No
Skyscraper,6.3,5197,125000000,304870828,tt5758778,447200,"['Action', 'Thriller', 'Adventure']",2018,No
Smile,6.667,3812,17000000,217408513,tt15474916,882598,"['Horror', 'Mystery']",2022,No
Smile 2,6.594,1890,28000000,138128854,tt29268110,1100782,"['Horror', 'Mystery']",2024,No
Snake Eyes: G.I. Joe Origins,6.471,1648,88000000,36964325,tt8404256,568620,"['Action', 'Adventure']",2021,No
Snowden,7.106,4500,40000000,37357216,tt3774114,302401,"['Drama', 'History', 'Crime', 'Thriller']",2016,No
Society of the Snow,8.0,3299,65500000,1281,tt16277242,906126,"['Drama', 'History']",2023,No
Solace,6.427,2311,0,22586863,tt1291570,339527,"['Thriller', 'Crime', 'Mystery']",2015,No
Solo: A Star Wars Story,6.6,9000,250000000,392952373,tt3778644,348350,"['Science Fiction', 'Adventure', 'Action']",2018,No
Sonic the Hedgehog,7.297,10137,85000000,319715683,tt3794354,454626,"['Action', 'Science Fiction', 'Comedy', 'Family']",2020,No
Sonic the Hedgehog 2,7.447,5688,110000000,405421518,tt12412888,675353,"['Action', 'Adventure', 'Family', 'Comedy']",2022,No
Sonic the Hedgehog 3,7.647,3013,122000000,492162604,tt18259086,939243,"['Action', 'Science Fiction', 'Comedy', 'Family']",2024,No
Soul,8.1,11021,150000000,121977511,tt2948372,508442,"['Animation', 'Family', 'Comedy', 'Fantasy', 'Drama']",2020,No
Sound of Freedom,7.979,2628,14500000,250600000,tt7599146,678512,"['Action', 'Drama']",2023,No
Sound of Metal,7.7,2710,0,516520,tt5363618,502033,"['Drama', 'Music']",2020,No
Southpaw,7.364,5656,30000000,91709827,tt1798684,307081,"['Action', 'Drama']",2015,No
Space Jam: A New Legacy,6.7,4134,150000000,163692228,tt3554046,379686,"['Family', 'Comedy', 'Adventure', 'Animation', 'Science Fiction']",2021,No
Spaceman,6.717,958,40000000,0,tt11097384,636706,"['Science Fiction', 'Adventure', 'Drama']",2024,No
Speak No Evil,7.186,1789,15000000,76756109,tt27534307,1114513,"['Horror', 'Thriller']",2024,No
Spectre,6.6,10917,245000000,880707597,tt2379713,206647,"['Action', 'Adventure', 'Thriller']",2015,No
Spencer,6.751,1756,18000000,25246967,tt12536294,716612,"['Drama', 'History']",2021,No
Spenser Confidential,6.516,2417,0,0,tt8629748,581600,"['Comedy', 'Action', 'Thriller']",2020,No
Spider-Man: Across the Spider-Verse,8.338,8026,100000000,690897910,tt9362722,569094,"['Animation', 'Action', 'Adventure', 'Science Fiction']",2023,No
Spider-Man: Far From Home,7.4,16451,160000000,1131927996,tt6320628,429617,"['Action', 'Adventure', 'Science Fiction']",2019,No
Spider-Man: Homecoming,7.3,22611,175000000,880166924,tt2250912,315635,"['Action', 'Adventure', 'Science Fiction']",2017,No
Spider-Man: Into the Spider-Verse,8.395,16595,90000000,393602435,tt4633694,324857,"['Animation', 'Action', 'Adventure', 'Science Fiction']",2018,No
Spider-Man: No Way Home,7.937,21275,200000000,1921847111,tt10872600,634649,"['Action', 'Adventure', 'Science Fiction']",2021,No
Spiderhead,5.786,1667,0,0,tt9783600,615469,"['Science Fiction', 'Thriller']",2022,No
Spies in Disguise,7.57,2892,100000000,171616764,tt5814534,431693,"['Animation', 'Action', 'Adventure', 'Comedy', 'Family']",2019,No
Spiral: From the Book of Saw,5.92,2181,20000000,40618920,tt10342730,602734,"['Horror', 'Mystery']",2021,No
Split,7.343,17954,9000000,278454358,tt4972582,381288,"['Horror', 'Thriller']",2017,No
Spotlight,7.8,8541,20000000,98690254,tt1895587,314365,"['Drama', 'History']",2015,Yes
Spy,6.832,6229,65000000,235666219,tt3079380,238713,"['Action', 'Comedy', 'Crime']",2015,No
Star Trek Beyond,6.782,6872,185000000,343471816,tt2660888,188927,"['Action', 'Adventure', 'Science Fiction']",2016,No
Star Wars: The Force Awakens,7.255,20074,245000000,2068223624,tt2488496,140607,"['Adventure', 'Action', 'Science Fiction']",2015,No
Star Wars: The Last Jedi,6.764,15904,300000000,1332698830,tt2527336,181808,"['Adventure', 'Action', 'Science Fiction']",2017,No
Star Wars: The Rise of Skywalker,6.28,10445,489900000,1074144248,tt2527338,181812,"['Adventure', 'Action', 'Science Fiction']",2019,No
Steve Jobs,6.8,4261,30000000,34400000,tt2080374,321697,"['Drama', 'History']",2015,No
Straight Outta Compton,7.783,4079,28000000,201634991,tt1398426,277216,"['Drama', 'Music', 'History']",2015,No
Strange World,6.254,1364,180000000,73621640,tt10298840,877269,"['Animation', 'Family', 'Adventure', 'Science Fiction', 'Fantasy']",2022,No
Subservience,6.6,890,4400000,262793,tt24871974,1064028,"['Science Fiction', 'Horror', 'Thriller']",2024,No
Suicide Squad,5.92,21704,175000000,749200054,tt1386697,297761,"['Action', 'Adventure', 'Fantasy']",2016,No
Sully,7.194,7501,60000000,240800000,tt3263904,363676,"['Drama', 'History']",2016,No
Suspiria,6.899,2682,20000000,7953089,tt1034415,361292,"['Horror', 'Mystery', 'Drama']",2018,No
Suzume,7.896,1587,0,323638107,tt16428256,916224,"['Animation', 'Drama', 'Adventure', 'Fantasy']",2022,No
Swiss Army Man,6.926,3665,3000000,5800000,tt4034354,347031,"['Comedy', 'Drama', 'Romance', 'Fantasy', 'Adventure']",2016,No
T2 Trainspotting,6.944,3249,18000000,41681746,tt2763304,180863,"['Drama', 'Comedy', 'Crime']",2017,No
Tag,6.712,3309,28000000,75100000,tt2854926,455980,"['Comedy', 'Action']",2018,No
Talk to Me,7.142,3487,4500000,91959188,tt10638522,1008042,['Horror'],2023,No
Tarot,6.412,1294,8000000,49256239,tt14088510,719221,['Horror'],2024,No
Ted 2,6.316,7789,68000000,215863606,tt2637276,214756,"['Comedy', 'Fantasy']",2015,No
Teenage Mutant Ninja Turtles: Mutant Mayhem,7.211,1488,75000000,180513586,tt8589698,614930,"['Animation', 'Comedy', 'Action', 'Science Fiction']",2023,No
Teenage Mutant Ninja Turtles: Out of the Shadows,6.052,3675,135000000,245623848,tt3949660,308531,"['Action', 'Adventure', 'Comedy', 'Family', 'Science Fiction']",2016,No
Tenet,7.176,10599,205000000,365304105,tt6723592,577922,"['Action', 'Thriller', 'Science Fiction']",2020,No
Terminator Genisys,5.9,8729,155000000,440603537,tt1340138,87101,"['Science Fiction', 'Action', 'Thriller', 'Adventure']",2015,No
Terminator: Dark Fate,6.414,5439,185000000,261119292,tt6450804,290859,"['Science Fiction', 'Action', 'Adventure', 'Thriller']",2019,No
Terrifier,6.326,2824,35000,421798,tt4281724,420634,"['Horror', 'Thriller']",2018,No
Terrifier 2,6.697,2373,250000,15741780,tt10403420,663712,"['Horror', 'Thriller']",2022,No
Terrifier 3,6.814,1799,2000000,90322103,tt27911000,1034541,"['Horror', 'Thriller']",2024,No
Tetris,7.663,1569,0,0,tt12758060,726759,"['Thriller', 'History', 'Drama']",2023,No
Texas Chainsaw Massacre,5.21,1571,20000000,0,tt11755740,632727,['Horror'],2022,No
Thanksgiving,6.483,1454,15000000,46553280,tt1448754,1071215,"['Horror', 'Mystery']",2023,No
The 5th Wave,5.938,5892,38000000,109906372,tt2304933,299687,"['Science Fiction', 'Adventure', 'Action']",2016,No
The Accountant,7.13,7049,44000000,155160045,tt2140479,302946,"['Crime', 'Thriller', 'Drama']",2016,No
The Adam Project,7.006,4684,116000000,0,tt2463208,696806,"['Adventure', 'Science Fiction', 'Action', 'Comedy']",2022,No
The Addams Family,6.6,2428,40000000,204394183,tt1620981,481084,"['Family', 'Animation', 'Comedy', 'Fantasy']",2019,No
The Age of Adaline,7.477,6929,25000000,65663276,tt1655441,293863,"['Romance', 'Fantasy', 'Drama']",2015,No
The Angry Birds Movie,6.246,3845,73000000,349779543,tt1985949,153518,"['Animation', 'Adventure', 'Comedy', 'Family']",2016,No
The Autopsy of Jane Doe,6.826,4545,4000000,6170043,tt3289956,397243,"['Horror', 'Mystery']",2016,No
The BFG,6.281,3520,140000000,195243411,tt3691740,267935,"['Adventure', 'Family', 'Fantasy']",2016,No
The Babysitter,6.173,3782,0,0,tt4225622,419479,"['Comedy', 'Horror']",2017,No
The Babysitter: Killer Queen,6.339,1765,0,0,tt11024272,623491,"['Comedy', 'Horror']",2020,No
The Bad Guys,7.5,2379,80000000,250162278,tt8115900,629542,"['Family', 'Comedy', 'Crime', 'Adventure', 'Animation', 'Action']",2022,No
The Ballad of Buster Scruggs,7.13,4262,0,0,tt6412452,537996,"['Western', 'Comedy', 'Drama', 'Music', 'Mystery', 'Romance']",2018,No
The Banshees of Inisherin,7.457,3117,20000000,49300000,tt11813216,674324,"['Drama', 'Comedy']",2022,No
The Batman,7.658,11370,185000000,772319315,tt1877830,414906,"['Crime', 'Mystery', 'Thriller']",2022,No
The Beekeeper,7.3,3868,35000000,152720535,tt15314262,866398,"['Action', 'Crime', 'Thriller']",2024,No
The Big Short,7.4,9482,28000000,133346506,tt1596363,318846,"['Comedy', 'Drama']",2015,No
The Big Sick,7.3,2541,5000000,56303596,tt5462602,416477,"['Comedy', 'Drama', 'Romance']",2017,No
The Bikeriders,6.69,1003,40000000,36110860,tt21454134,1008409,"['Crime', 'Drama']",2024,No
The Black Phone,7.551,5498,16000000,161441914,tt7144666,756999,"['Horror', 'Thriller']",2022,No
The Boss Baby,6.457,7309,125000000,527965936,tt3874544,295693,"['Animation', 'Comedy', 'Family']",2017,No
The Boss Baby: Family Business,7.3,2634,82000000,146745280,tt6932874,459151,"['Animation', 'Comedy', 'Adventure', 'Family']",2021,No
The Boy,5.968,3862,10000000,73929392,tt3882082,321258,"['Horror', 'Mystery', 'Thriller']",2016,No
The Boy Next Door,4.919,2089,4000000,52425855,tt3181822,241251,['Thriller'],2015,No
The Boy and the Heron,7.414,2388,50000000,294200000,tt6587046,508883,"['Animation', 'Adventure', 'Fantasy', 'Family', 'Drama']",2023,No
The Brutalist,6.958,1400,9600000,50145227,tt8999762,549509,"['Drama', 'History']",2024,No
The Call of the Wild,7.531,3867,109000000,111200000,tt7504726,481848,"['Adventure', 'Family', 'Drama']",2020,No
The Christmas Chronicles,7.149,2288,0,0,tt2990140,527435,"['Comedy', 'Adventure', 'Family', 'Fantasy']",2018,No
The Christmas Chronicles: Part Two,6.484,1106,0,0,tt11057644,654028,"['Family', 'Fantasy', 'Adventure', 'Comedy']",2020,No
The Circle,5.521,4509,18000000,40651864,tt4287320,339988,"['Drama', 'Thriller', 'Science Fiction']",2017,No
The Cloverfield Paradox,5.629,3434,45000000,0,tt2548396,384521,"['Horror', 'Thriller', 'Science Fiction']",2018,No
The Commuter,6.364,4510,30000000,119942387,tt1590193,399035,"['Action', 'Thriller', 'Mystery']",2018,No
The Conjuring 2,7.294,8933,40000000,322819915,tt3065204,259693,['Horror'],2016,No
The Conjuring: The Devil Made Me Do It,7.381,6327,39000000,206444123,tt7069210,423108,"['Horror', 'Mystery', 'Thriller']",2021,No
The Count of Monte Cristo,7.954,1819,46000000,75360860,tt26446278,1084736,"['Adventure', 'Action', 'Drama']",2024,No
The Courier,7.038,1241,0,26000000,tt8368512,522241,"['Thriller', 'History', 'Drama']",2020,No
