title,vote_average,vote_count,budget,revenue,imdb_id,genres,id
Asteroid City,6.441,2286,25000000,53857743,tt14230388,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",747188
Saw X,7.193,2216,13000000,125319714,tt21807222,"[{'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}]",951491
The Holdovers,7.652,2210,13000000,42513270,tt14849194,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",840430
Air,7.3,2196,80000000,90100000,tt16419074,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",964980
Migration,7.4,2124,72000000,298776052,tt6495056,"[{'id': 10751, 'name': 'Family'}, {'id': 35, 'name': 'Comedy'}, {'id': 12, 'name': 'Adventure'}, {'id': 16, 'name': 'Animation'}]",940551
No Hard Feelings,6.699,3570,45000000,83000000,tt15671028,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",884605
The Creator,7.027,3561,80000000,104272136,tt11858890,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}]",670292
Talk to Me,7.142,3487,4500000,91959188,tt10638522,"[{'id': 27, 'name': 'Horror'}]",1008042
Shazam! Fury of the Gods,6.4,3474,110000000,134221819,tt10151854,"[{'id': 35, 'name': 'Comedy'}, {'id': 28, 'name': 'Action'}, {'id': 14, 'name': 'Fantasy'}]",594767
The Equalizer 3,7.3,3468,70000000,191067560,tt17024450,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",926393
Evil Dead Rise,6.923,3435,15000000,147156372,tt13345606,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",713704
Society of the Snow,8.0,3299,65500000,1281,tt16277242,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",906126
Aquaman and the Lost Kingdom,6.6,3268,205000000,440181226,tt9663764,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}]",572802
The Hunger Games: The Ballad of Songbirds & Snakes,7.0,3260,100000000,337371917,tt10545296,"[{'id': 18, 'name': 'Drama'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 28, 'name': 'Action'}]",695721
The Little Mermaid,6.29,3179,297000000,569626289,tt5971474,"[{'id': 12, 'name': 'Adventure'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}, {'id': 10749, 'name': 'Romance'}]",447277
The Marvels,5.963,3155,274800000,206136825,tt10676048,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}]",609681
Gran Turismo,7.739,3154,60000000,121700000,tt4495098,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}]",980489
The Pope's Exorcist,6.933,3010,18000000,76987621,tt13375076,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",758323
Anatomy of a Fall,7.539,3006,6700000,35634133,tt17009710,"[{'id': 53, 'name': 'Thriller'}, {'id': 9648, 'name': 'Mystery'}, {'id': 80, 'name': 'Crime'}]",915935
Leave the World Behind,6.377,2973,0,0,tt12747748,"[{'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",726209
Blue Beetle,6.659,2941,104000000,130788072,tt9362930,"[{'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 12, 'name': 'Adventure'}]",565770
Scream VI,6.974,2938,35000000,168961389,tt17663992,"[{'id': 27, 'name': 'Horror'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",934433
Guy Ritchie's The Covenant,7.73,2938,55000000,21948551,tt4873118,"[{'id': 10752, 'name': 'War'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",882569
Knock at the Cabin,6.255,2936,20000000,54700000,tt15679400,"[{'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",631842
Napoleon,6.3,2898,165000000,220597098,tt13287846,"[{'id': 36, 'name': 'History'}, {'id': 10752, 'name': 'War'}, {'id': 10749, 'name': 'Romance'}]",753342
Oppenheimer,8.046,10954,100000000,952000000,tt15398776,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",872585
Barbie,6.946,10459,145000000,1447138421,tt1517268,"[{'id': 35, 'name': 'Comedy'}, {'id': 12, 'name': 'Adventure'}]",346698
The Super Mario Bros. Movie,7.603,10064,100000000,1362000000,tt6718170,"[{'id': 10751, 'name': 'Family'}, {'id': 35, 'name': 'Comedy'}, {'id': 12, 'name': 'Adventure'}, {'id': 16, 'name': 'Animation'}, {'id': 14, 'name': 'Fantasy'}]",502356
Spider-Man: Across the Spider-Verse,8.338,8026,100000000,690897910,tt9362722,"[{'id': 16, 'name': 'Animation'}, {'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}]",569094
Guardians of the Galaxy Vol. 3,7.932,7783,250000000,845550000,tt6791350,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}]",447365
John Wick: Chapter 4,7.716,7477,100000000,440157245,tt10366206,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",603692
Fast X,7.016,6104,340000000,704709660,tt5433140,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}, {'id': 12, 'name': 'Adventure'}, {'id': 9648, 'name': 'Mystery'}]",385687
Ant-Man and the Wasp: Quantumania,6.256,5507,200000000,476071180,tt10954600,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}]",640146
Transformers: Rise of the Beasts,7.202,5071,195000000,441381193,tt5090568,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}]",667538
Poor Things,7.7,5068,35000000,117607117,tt14230458,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}]",792307
Elemental,7.6,5026,200000000,496444308,tt15789038,"[{'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}, {'id': 16, 'name': 'Animation'}]",976573
The Flash,6.6,4754,220000000,271333313,tt0439572,"[{'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 12, 'name': 'Adventure'}]",298618
Mission: Impossible - Dead Reckoning Part One,7.519,4716,291000000,571125435,tt9603212,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",575264
Five Nights at Freddy's,7.4,4619,20000000,297144130,tt4589218,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",507089
Dungeons & Dragons: Honor Among Thieves,7.332,4231,151000000,208200000,tt2906216,"[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 35, 'name': 'Comedy'}]",493529
Wonka,7.053,4118,125000000,634502312,tt6166392,"[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]",787699
My Fault,7.763,3919,0,0,tt21909764,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 53, 'name': 'Thriller'}]",1010581
Indiana Jones and the Dial of Destiny,6.531,3861,294700000,383963057,tt1462764,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}]",335977
Killers of the Flower Moon,7.4,3833,200000000,158722599,tt5537002,"[{'id': 80, 'name': 'Crime'}, {'id': 36, 'name': 'History'}, {'id': 18, 'name': 'Drama'}]",466420
Meg 2: The Trench,6.404,3776,129000000,384056482,tt9224104,"[{'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 27, 'name': 'Horror'}]",615656
The Sea Beast,7.325,1608,0,0,tt9288046,"[{'id': 16, 'name': 'Animation'}, {'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]",560057
Memory,6.746,1595,30000000,13900000,tt11827628,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",818397
Suzume,7.896,1587,0,323638107,tt16428256,"[{'id': 16, 'name': 'Animation'}, {'id': 18, 'name': 'Drama'}, {'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}]",916224
Texas Chainsaw Massacre,5.21,1571,20000000,0,tt11755740,"[{'id': 27, 'name': 'Horror'}]",632727
Three Thousand Years of Longing,6.885,1563,60000000,20300000,tt9198364,"[{'id': 18, 'name': 'Drama'}, {'id': 14, 'name': 'Fantasy'}, {'id': 10749, 'name': 'Romance'}]",556694
Deep Water,5.817,1531,49000000,0,tt2180339,"[{'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",619979
Bones and All,7.027,1518,16000000,15234907,tt10168670,"[{'id': 27, 'name': 'Horror'}, {'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]",791177
RRR,7.739,1474,69000000,160000000,tt8178634,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}]",579974
Blonde,5.929,1462,22000000,0,tt1655389,"[{'id': 18, 'name': 'Drama'}]",301502
Werewolf by Night,6.978,1432,0,0,tt15318872,"[{'id': 28, 'name': 'Action'}, {'id': 14, 'name': 'Fantasy'}, {'id': 27, 'name': 'Horror'}]",894205
TÁR,7.09,1426,35000000,29048571,tt14444726,"[{'id': 10402, 'name': 'Music'}, {'id': 18, 'name': 'Drama'}]",817758
Thirteen Lives,7.857,1399,55000000,0,tt12262116,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",698948
Decision to Leave,7.335,1370,0,16914773,tt12477480,"[{'id': 53, 'name': 'Thriller'}, {'id': 9648, 'name': 'Mystery'}, {'id': 10749, 'name': 'Romance'}]",705996
Strange World,6.254,1364,180000000,73621640,tt10298840,"[{'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}, {'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 14, 'name': 'Fantasy'}]",877269
The Good Nurse,6.874,1354,0,0,tt4273800,"[{'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}, {'id': 9648, 'name': 'Mystery'}]",541134
Bodies Bodies Bodies,6.177,1349,3000000,13900000,tt8110652,"[{'id': 27, 'name': 'Horror'}, {'id': 35, 'name': 'Comedy'}, {'id': 9648, 'name': 'Mystery'}]",520023
Ticket to Paradise,6.43,1339,20000000,168800000,tt14109724,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",800939
The School for Good and Evil,7.051,1325,0,0,tt2935622,"[{'id': 14, 'name': 'Fantasy'}, {'id': 35, 'name': 'Comedy'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}]",779782
After Ever Happy,6.79,1325,14000000,19238073,tt13070038,"[{'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]",744276
Chip 'n Dale: Rescue Rangers,6.999,1314,70000000,623190,tt3513500,"[{'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}, {'id': 35, 'name': 'Comedy'}, {'id': 12, 'name': 'Adventure'}, {'id': 9648, 'name': 'Mystery'}]",420821
The Guardians of the Galaxy Holiday Special,7.1,2225,0,0,tt13623136,"[{'id': 35, 'name': 'Comedy'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 12, 'name': 'Adventure'}]",774752
Samaritan,6.673,2113,100000000,0,tt5500218,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 80, 'name': 'Crime'}, {'id': 28, 'name': 'Action'}]",629176
Day Shift,6.753,2100,100000000,0,tt13314558,"[{'id': 28, 'name': 'Action'}, {'id': 14, 'name': 'Fantasy'}, {'id': 27, 'name': 'Horror'}, {'id': 35, 'name': 'Comedy'}, {'id': 53, 'name': 'Thriller'}]",755566
Where the Crawdads Sing,7.543,2095,24000000,144353965,tt9411972,"[{'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 10749, 'name': 'Romance'}]",682507
The Pale Blue Eye,6.811,2033,72000000,0,tt14138650,"[{'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}]",800815
Halloween Ends,6.066,1920,33000000,104374176,tt10665342,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",616820
Luck,7.749,1860,0,0,tt7214954,"[{'id': 16, 'name': 'Animation'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 14, 'name': 'Fantasy'}]",585511
Troll,6.583,1832,0,0,tt11116912,"[{'id': 14, 'name': 'Fantasy'}, {'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}]",736526
365 Days: This Day,5.93,1783,0,0,tt12996154,"[{'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]",829557
The Ice Age Adventures of Buck Wild,6.588,1779,0,0,tt13634480,"[{'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 12, 'name': 'Adventure'}]",774825
Fresh,6.973,1775,0,0,tt13403046,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",787752
Hocus Pocus 2,7.2,1773,30000000,0,tt11909878,"[{'id': 14, 'name': 'Fantasy'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",642885
Amsterdam,6.063,1718,80000000,31245810,tt10304142,"[{'id': 9648, 'name': 'Mystery'}, {'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",664469
Dog,7.306,1694,20000000,84774243,tt11252248,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",626735
Pinocchio,6.309,1682,0,0,tt4593060,"[{'id': 14, 'name': 'Fantasy'}, {'id': 12, 'name': 'Adventure'}, {'id': 10751, 'name': 'Family'}]",532639
Aftersun,7.675,1673,0,7834405,tt19770238,"[{'id': 18, 'name': 'Drama'}]",965150
DC League of Super-Pets,7.178,1667,90000000,203000000,tt8912936,"[{'id': 10751, 'name': 'Family'}, {'id': 35, 'name': 'Comedy'}, {'id': 12, 'name': 'Adventure'}, {'id': 16, 'name': 'Animation'}, {'id': 878, 'name': 'Science Fiction'}]",539681
Spiderhead,5.786,1667,0,0,tt9783600,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",615469
Beast,6.542,1665,0,56000000,tt13223398,"[{'id': 53, 'name': 'Thriller'}, {'id': 28, 'name': 'Action'}, {'id': 27, 'name': 'Horror'}, {'id': 12, 'name': 'Adventure'}]",760741
Enola Holmes 2,7.321,1635,0,0,tt14641788,"[{'id': 12, 'name': 'Adventure'}, {'id': 9648, 'name': 'Mystery'}, {'id': 80, 'name': 'Crime'}]",829280
Through My Window,7.362,3279,0,0,tt14463484,"[{'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",818647
Guillermo del Toro's Pinocchio,8.042,3174,35000000,0,tt1488589,"[{'id': 16, 'name': 'Animation'}, {'id': 14, 'name': 'Fantasy'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}]",555604
The Banshees of Inisherin,7.457,3117,20000000,49300000,tt11813216,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",674324
Barbarian,6.839,2958,4500000,45400000,tt15791034,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",913290
Dragon Ball Super: Super Hero,7.887,2947,0,86600000,tt14614892,"[{'id': 16, 'name': 'Animation'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 28, 'name': 'Action'}]",610150
Hotel Transylvania: Transformania,7.051,2937,75000000,18500000,tt9848626,"[{'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}]",585083
Don't Worry Darling,6.778,2782,35000000,86700000,tt10731256,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",619730
Purple Hearts,8.1,2772,0,0,tt4614584,"[{'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]",762975
Hustle,7.719,2709,21000000,0,tt8009428,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",705861
Triangle of Sadness,7.027,2628,15600000,24733572,tt7322224,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",497828
The Fabelmans,7.576,2589,40000000,45629909,tt14208870,"[{'id': 18, 'name': 'Drama'}]",804095
Sisu,7.397,2481,6600000,14281199,tt14846026,"[{'id': 28, 'name': 'Action'}, {'id': 10752, 'name': 'War'}]",840326
Pearl,7.241,2381,1000000,10139416,tt18925334,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",949423
The Bad Guys,7.5,2379,80000000,250162278,tt8115900,"[{'id': 10751, 'name': 'Family'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 12, 'name': 'Adventure'}, {'id': 16, 'name': 'Animation'}, {'id': 28, 'name': 'Action'}]",629542
Violent Night,7.237,2378,20000000,75734910,tt12003946,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 14, 'name': 'Fantasy'}]",899112
Terrifier 2,6.697,2373,250000,15741780,tt10403420,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",663712
Ambulance,6.636,2302,40000000,52303589,tt4998632,"[{'id': 53, 'name': 'Thriller'}, {'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}]",763285
The Unbearable Weight of Massive Talent,6.788,2298,30000000,29116320,tt11291274,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",648579
The Woman King,7.636,2265,50000000,97300000,tt8093700,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",724495
Orphan: First Kill,6.613,2233,10000000,9572765,tt11851548,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",760161
The Adam Project,7.006,4684,116000000,0,tt2463208,"[{'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}]",696806
Morbius,5.939,4632,75000000,167635712,tt5108870,"[{'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 14, 'name': 'Fantasy'}]",526896
Nope,6.825,4596,68000000,170823080,tt10954984,"[{'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}]",762504
M3GAN,7.047,4555,12000000,181796517,tt8760708,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 27, 'name': 'Horror'}]",536554
All Quiet on the Western Front,7.722,4376,20000000,0,tt1016150,"[{'id': 10752, 'name': 'War'}, {'id': 36, 'name': 'History'}, {'id': 18, 'name': 'Drama'}]",49046
The Whale,7.793,4357,3000000,55101305,tt13833688,"[{'id': 18, 'name': 'Drama'}]",785084
Fall,7.122,4316,3000000,17363261,tt15325794,"[{'id': 53, 'name': 'Thriller'}]",985939
The Gray Man,6.923,3989,200000000,454023,tt1649418,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",725201
Death on the Nile,6.422,3979,90000000,137307235,tt7657566,"[{'id': 9648, 'name': 'Mystery'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",505026
Minions: The Rise of Gru,7.285,3861,85000000,940203765,tt5113044,"[{'id': 10751, 'name': 'Family'}, {'id': 35, 'name': 'Comedy'}, {'id': 12, 'name': 'Adventure'}, {'id': 16, 'name': 'Animation'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 14, 'name': 'Fantasy'}]",438148
The Lost City,6.471,3832,74000000,192907684,tt13320622,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}]",752623
Smile,6.667,3812,17000000,217408513,tt15474916,"[{'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}]",882598
X,6.734,3727,1000000,15113105,tt13560574,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",760104
Elvis,7.477,3710,85000000,288670284,tt3704428,"[{'id': 18, 'name': 'Drama'}, {'id': 10402, 'name': 'Music'}, {'id': 36, 'name': 'History'}]",614934
Lightyear,6.896,3657,200000000,226425420,tt10298810,"[{'id': 16, 'name': 'Animation'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 10751, 'name': 'Family'}, {'id': 12, 'name': 'Adventure'}]",718789
Scream,6.689,3614,24000000,137743924,tt11245972,"[{'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}]",646385
Babylon,7.373,3532,78000000,65267446,tt10640346,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",615777
Harry Potter 20th Anniversary: Return to Hogwarts,7.306,3452,0,0,tt16116174,"[{'id': 99, 'name': 'Documentary'}]",899082
Moonfall,6.265,3391,146000000,67319703,tt5834426,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}]",406759
A Man Called Otto,7.754,3292,50000000,108961677,tt7405458,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",937278
Avatar: The Way of Water,7.61,13043,350000000,2330224914,tt1630029,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}]",76600
The Batman,7.658,11370,185000000,772319315,tt1877830,"[{'id': 80, 'name': 'Crime'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",414906
Top Gun: Maverick,8.165,10335,170000000,1488732821,tt1745960,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}]",361743
Doctor Strange in the Multiverse of Madness,7.24,9872,290000000,955775804,tt9419884,"[{'id': 14, 'name': 'Fantasy'}, {'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}]",453395
Puss in Boots: The Last Wish,8.209,8483,90000000,484700000,tt3915174,"[{'id': 16, 'name': 'Animation'}, {'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",315162
Thor: Love and Thunder,6.4,8203,250000000,760900000,tt10648342,"[{'id': 14, 'name': 'Fantasy'}, {'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}]",616037
Everything Everywhere All at Once,7.728,7441,25000000,139200000,tt6710474,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}]",545611
Prey,7.7,7340,65000000,0,tt11866324,"[{'id': 53, 'name': 'Thriller'}, {'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}]",766507
Black Panther: Wakanda Forever,7.0,7101,250000000,859102154,tt9114286,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}]",505642
Bullet Train,7.4,7041,90000000,239300000,tt12593682,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 53, 'name': 'Thriller'}]",718930
Black Adam,6.833,6766,200000000,393452111,tt6443346,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}]",436270
Jurassic World Dominion,6.631,6732,583900000,1004004592,tt8041270,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}]",507086
Uncharted,6.886,6488,120000000,407141258,tt1464335,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}]",335787
Glass Onion: A Knives Out Mystery,7.037,6179,40000000,15000000,tt11564570,"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 9648, 'name': 'Mystery'}]",661374
The Menu,7.172,5706,35000000,79628200,tt9764362,"[{'id': 35, 'name': 'Comedy'}, {'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",593643
Sonic the Hedgehog 2,7.447,5688,110000000,405421518,tt12412888,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 10751, 'name': 'Family'}, {'id': 35, 'name': 'Comedy'}]",675353
Turning Red,7.329,5589,175000000,0,tt8097030,"[{'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}, {'id': 35, 'name': 'Comedy'}, {'id': 14, 'name': 'Fantasy'}]",508947
The Black Phone,7.551,5498,16000000,161441914,tt7144666,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",756999
Fantastic Beasts: The Secrets of Dumbledore,6.635,4882,200000000,407200000,tt4123432,"[{'id': 14, 'name': 'Fantasy'}, {'id': 12, 'name': 'Adventure'}]",338953
The Northman,7.035,4775,70000000,69633110,tt11138512,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}]",639933
Minari,7.341,1758,2000000,12900000,tt10633456,"[{'id': 18, 'name': 'Drama'}]",615643
Those Who Wish Me Dead,6.623,1757,20000000,23384502,tt3215824,"[{'id': 53, 'name': 'Thriller'}, {'id': 28, 'name': 'Action'}]",578701
Spencer,6.751,1756,18000000,25246967,tt12536294,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",716612
The Hand of God,7.535,1727,13049974,167909,tt12680684,"[{'id': 18, 'name': 'Drama'}]",722778
West Side Story,6.956,1694,100000000,76016171,tt3581652,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 80, 'name': 'Crime'}]",511809
The Marksman,6.798,1681,23000000,23076711,tt6902332,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",634528
Candyman,5.999,1679,25000000,77411570,tt9347730,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",565028
Snake Eyes: G.I. Joe Origins,6.471,1648,88000000,36964325,tt8404256,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}]",568620
